1656701094.000000, 1656701094.000000, 1656701094.000000
32.000000, 32.000000, 32.000000
-48,-7,44
-39,-8,42
-28,-7,39
-28,-9,40
-35,-1,39
-36,1,40
-35,6,44
-36,17,49
-29,21,59
-31,29,64
-35,30,59
-34,30,45
-37,23,52
-28,23,55
-20,26,63
-14,19,72
-27,16,73
-34,12,60
-46,9,51
-40,8,48
-32,14,50
-31,15,50
-36,7,56
-37,7,54
-39,2,52
-41,5,48
-49,1,49
-45,3,46
-41,7,45
-44,7,51
-40,3,47
-47,6,46
-43,5,47
-41,4,48
-43,5,47
-46,5,48
-43,4,49
-29,7,57
23,6,85
-87,3,19
-58,7,35
-27,6,55
-40,5,49
-56,5,39
-42,3,49
-32,4,54
-39,5,52
-44,4,48
-46,4,47
-44,4,47
-35,2,52
-37,1,53
-42,1,47
-49,2,46
-48,2,45
-44,-2,45
-43,-1,47
-41,1,51
-42,3,51
-41,4,49
-46,-1,48
-44,1,47
-36,1,52
-35,2,52
-43,-8,46
-56,1,49
-51,3,48
-46,6,48
-46,-2,43
-35,-1,50
-37,2,52
-37,2,54
-35,1,52
-37,1,51
-41,2,51
-39,0,49
-43,1,48
-43,1,48
-43,0,48
-44,0,47
-44,0,47
-43,0,47
-43,1,48
-43,0,48
-43,1,48
-44,1,47
-45,1,47
-44,1,47
-43,0,48
-43,0,47
-44,1,48
-45,1,46
-44,1,47
-42,1,49
-45,2,48
-46,1,46
-44,1,47
-43,1,47
-44,1,47
-44,1,47
-44,1,47
-45,1,47
-45,1,46
-44,1,47
-43,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,48
-44,2,48
-44,1,48
-42,1,48
-41,1,49
-40,1,49
-39,1,49
-44,2,48
-43,1,48
-43,1,48
-43,1,48
-43,2,48
-42,1,49
-43,1,48
-43,1,48
-43,1,48
-42,1,48
-42,1,49
-43,1,48
-42,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,47
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-43,1,48
-44,1,47
-43,1,48
-44,1,48
-44,1,47
-44,1,48
-43,1,47
-44,1,48
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-43,1,48
-44,1,47
-44,1,47
-43,0,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,47
-44,1,47
-43,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,46
-44,1,47
-44,1,47
-45,0,47
-44,1,46
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,46
-44,1,47
-44,1,47
-44,1,47
-45,1,47
-45,1,46
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,0,47
-44,1,47
-44,1,47
-44,1,47
-44,1,46
-44,1,47
-44,1,47
-45,1,46
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-45,1,46
-44,1,46
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-44,1,47
-45,1,46
-45,1,46
-44,1,47
-45,1,46
-44,1,46
-45,1,47
-45,1,46
-44,1,46
-45,1,46
-45,1,46
-44,1,47
-45,1,46
-45,1,46
-45,1,47
-45,1,46
-45,1,46
-45,1,46
-45,1,46
-44,1,46
-44,1,46
-45,1,46
-45,1,46
-45,1,47
