1658248916.000000, 1658248916.000000, 1658248916.000000
32.000000, 32.000000, 32.000000
-16,3,61
-17,4,62
-20,5,61
-15,4,60
-15,1,61
-9,0,64
-14,1,61
-15,4,62
-14,4,62
-8,4,63
-10,5,64
-9,4,63
-10,3,64
-10,2,61
-8,0,62
-7,-1,63
-6,-2,64
-12,-1,63
-10,-1,62
-11,-2,62
-12,-1,62
-12,0,62
-12,1,63
-11,1,63
-12,2,62
-12,2,63
-12,1,63
-13,1,63
-13,1,62
-13,1,62
-13,0,62
-13,1,62
-13,1,63
-13,1,62
-12,1,62
-12,1,63
-13,2,63
-13,1,63
-13,1,62
-12,1,63
-13,1,62
-13,1,62
-12,1,62
-13,1,63
-12,2,62
-11,1,63
-12,1,63
-13,1,62
-13,1,62
-14,0,61
-14,1,62
-14,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,63
-13,1,63
-13,1,62
-14,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-14,1,62
-14,1,62
-13,1,62
-13,1,63
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-13,1,62
-14,1,62
-14,0,62
-13,1,62
-13,1,62
-14,1,62
-14,1,62
-13,1,62
-15,1,62
-14,1,62
-13,1,63
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-14,1,62
-15,1,62
-14,1,62
-15,1,62
-15,1,62
-15,1,62
-15,1,62
-15,1,61
-15,1,62
-15,1,62
-15,1,62
-15,1,62
-15,1,62
-15,1,62
-15,1,61
-15,1,62
-15,1,62
-16,1,62
-16,1,61
-16,1,62
-15,1,62
-16,1,62
-16,1,62
-15,1,61
-16,1,62
-16,1,62
-16,1,62
-16,1,62
-16,1,61
-16,1,62
-16,1,61
-16,1,62
-16,1,62
-16,1,61
-16,1,62
-15,1,62
-16,1,62
-16,1,62
-15,1,62
-15,1,62
-16,1,62
-16,1,62
-16,1,62
-15,1,62
-16,1,61
-16,1,62
-15,1,62
-15,1,62
-15,1,62
-16,1,62
-16,1,62
-15,1,62
-16,1,61
-16,1,62
-15,1,62
-15,1,62
-16,1,62
-16,1,62
-16,0,62
-16,1,62
-16,1,62
-16,0,62
-15,1,61
-16,1,62
-16,1,62
-16,1,62
-16,0,62
-16,0,62
-16,1,62
-16,1,62
-16,1,61
-15,1,62
-15,0,62
-15,1,62
-17,1,62
-16,1,61
-15,1,62
-16,0,62
-16,1,61
-16,1,62
-16,0,62
-16,1,62
-16,1,62
-16,1,61
-16,1,62
-16,1,61
-16,1,61
-16,1,62
-16,1,62
-16,0,61
-15,0,61
-16,0,61
-17,1,61
-16,1,62
-16,1,62
-16,1,62
-16,1,62
-15,0,62
-15,0,62
-16,1,62
-16,1,61
-16,0,62
-16,0,61
-16,1,62
-16,1,61
-16,0,62
-17,1,61
-18,1,61
-17,1,61
-14,1,62
-15,1,62
-17,1,62
-18,1,61
-17,0,61
-16,0,62
-16,2,62
-16,2,62
-15,1,62
-14,2,63
-16,1,62
-18,1,61
-17,1,61
-17,1,61
-16,1,61
-16,1,62
-17,1,61
-17,1,62
-16,1,62
-17,1,62
-18,1,61
-17,1,61
-17,1,61
-17,1,61
-17,1,61
-17,0,61
-17,1,61
-17,1,61
-17,1,61
-17,1,61
-17,0,61
-17,0,62
-17,0,61
-17,0,61
-17,0,61
-17,0,61
-16,0,61
-17,0,61
-17,0,62
-17,0,61
-16,0,61
-17,0,61
-17,1,61
-17,1,62
-17,0,62
-17,0,61
-17,1,61
-16,0,61
-16,0,61
-17,0,61
-17,0,61
-16,0,61
-16,0,62
-17,0,61
-17,0,61
-16,0,61
-17,0,61
-18,0,61
-17,0,62
-16,0,61
-17,0,62
-17,0,61
-17,1,61
-16,0,62
-17,0,61
-17,0,61
-16,0,62
-16,0,61
-16,0,62
-16,1,61
-16,0,62
-16,1,62
-16,1,62
-16,0,62
-17,0,61
-16,0,61
-16,1,62
-16,0,62
-16,0,62
-17,0,62
-16,0,62
-16,0,62
-17,1,61
-17,1,61
-17,0,61
-17,0,61
-17,1,61
-17,1,61
-17,0,61
-17,0,61
-17,1,61
-17,0,62
-17,1,61
-17,1,61
-17,0,61
-17,0,61
-16,0,61
-15,0,62
-16,0,62
-19,2,61
-20,2,61
-17,0,61
-17,0,62
-17,0,61
-17,1,61
-17,1,61
-18,1,61
-16,1,61
-16,0,62
-17,0,62
-19,1,61
-18,1,61
-17,1,61
-17,1,61
-17,-1,62
-17,-1,61
-18,0,61
-17,1,61
-17,2,61
-17,1,61
-17,0,61
-18,0,61
-18,0,61
-17,0,61
-17,0,61
-17,0,61
-17,0,61
-18,0,61
-18,0,61
-17,1,61
-17,0,61
-17,0,61
-17,0,61
-18,0,61
-18,-1,61
-18,0,61
-18,1,61
-18,1,61
-18,0,62
-18,0,61
-18,0,61
-17,0,61
-20,0,61
-21,0,60
-19,0,61
-19,0,61
-19,0,61
-19,0,61
-20,0,60
-19,0,60
-19,0,61
-19,0,61
-19,0,60
-19,0,60
-18,0,61
-22,0,61
-22,0,59
-21,1,61
