1658248916.000000, IBI
14.031250,0.796875
14.890625,0.859375
15.921875,1.031250
16.937500,1.015625
17.906250,0.968750
18.828125,0.921875
19.640625,0.812500
20.437500,0.796875
21.265625,0.828125
22.250000,0.984375
23.265625,1.015625
24.203125,0.937500
30.906250,0.937500
31.750000,0.843750
32.593750,0.843750
33.406250,0.812500
34.343750,0.937500
35.359375,1.015625
36.390625,1.031250
37.343750,0.953125
38.281250,0.937500
39.125000,0.843750
39.937500,0.812500
40.718750,0.781250
41.703125,0.984375
42.734375,1.031250
43.718750,0.984375
44.671875,0.953125
45.578125,0.906250
46.468750,0.890625
47.265625,0.796875
48.062500,0.796875
48.875000,0.812500
49.890625,1.015625
50.921875,1.031250
51.921875,1.000000
52.859375,0.937500
53.781250,0.921875
54.656250,0.875000
55.500000,0.843750
56.343750,0.843750
57.312500,0.968750
58.312500,1.000000
59.312500,1.000000
60.265625,0.953125
61.140625,0.875000
61.984375,0.843750
62.765625,0.781250
63.531250,0.765625
64.515625,0.984375
65.515625,1.000000
66.515625,1.000000
67.468750,0.953125
68.390625,0.921875
69.250000,0.859375
70.078125,0.828125
70.875000,0.796875
71.796875,0.921875
72.796875,1.000000
73.796875,1.000000
74.734375,0.937500
75.578125,0.843750
76.468750,0.890625
77.296875,0.828125
78.093750,0.796875
78.890625,0.796875
79.906250,1.015625
80.937500,1.031250
81.921875,0.984375
82.859375,0.937500
83.796875,0.937500
84.718750,0.921875
85.593750,0.875000
86.484375,0.890625
87.406250,0.921875
88.437500,1.031250
89.437500,1.000000
90.406250,0.968750
91.343750,0.937500
92.218750,0.875000
93.046875,0.828125
93.828125,0.781250
94.593750,0.765625
95.359375,0.765625
96.156250,0.796875
97.078125,0.921875
98.078125,1.000000
99.093750,1.015625
100.078125,0.984375
113.953125,0.734375
114.718750,0.765625
115.515625,0.796875
116.359375,0.843750
117.281250,0.921875
118.250000,0.968750
119.265625,1.015625
120.250000,0.984375
121.187500,0.937500
122.125000,0.937500
122.968750,0.843750
123.796875,0.828125
124.593750,0.796875
125.390625,0.796875
126.203125,0.812500
127.078125,0.875000
128.015625,0.937500
129.015625,1.000000
129.984375,0.968750
130.906250,0.921875
131.781250,0.875000
132.593750,0.812500
137.671875,1.000000
138.656250,0.984375
139.640625,0.984375
140.609375,0.968750
141.406250,0.796875
142.250000,0.843750
143.046875,0.796875
143.796875,0.750000
144.562500,0.765625
145.359375,0.796875
146.265625,0.906250
147.281250,1.015625
148.265625,0.984375
149.234375,0.968750
150.140625,0.906250
151.000000,0.859375
151.828125,0.828125
152.593750,0.765625
153.421875,0.828125
154.265625,0.843750
155.156250,0.890625
156.140625,0.984375
157.171875,1.031250
158.171875,1.000000
159.156250,0.984375
160.078125,0.921875
160.906250,0.828125
161.718750,0.812500
162.468750,0.750000
163.234375,0.765625
164.031250,0.796875
164.921875,0.890625
165.875000,0.953125
166.843750,0.968750
167.750000,0.906250
168.671875,0.921875
169.546875,0.875000
170.328125,0.781250
171.078125,0.750000
171.828125,0.750000
172.609375,0.781250
173.453125,0.843750
174.406250,0.953125
175.390625,0.984375
176.390625,1.000000
177.343750,0.953125
178.265625,0.921875
179.140625,0.875000
179.953125,0.812500
180.734375,0.781250
181.531250,0.796875
182.328125,0.796875
183.250000,0.921875
184.218750,0.968750
185.250000,1.031250
186.187500,0.937500
187.187500,1.000000
188.078125,0.890625
188.890625,0.812500
189.687500,0.796875
190.500000,0.812500
191.281250,0.781250
192.125000,0.843750
193.015625,0.890625
194.015625,1.000000
194.937500,0.921875
195.843750,0.906250
196.718750,0.875000
197.484375,0.765625
198.250000,0.765625
199.015625,0.765625
199.812500,0.796875
200.593750,0.781250
201.484375,0.890625
202.406250,0.921875
203.375000,0.968750
204.281250,0.906250
205.187500,0.906250
206.062500,0.875000
206.859375,0.796875
207.609375,0.750000
208.312500,0.703125
209.062500,0.750000
209.843750,0.781250
210.640625,0.796875
211.500000,0.859375
212.359375,0.859375
213.125000,0.765625
213.875000,0.750000
214.625000,0.750000
215.390625,0.765625
216.109375,0.718750
216.781250,0.671875
217.453125,0.671875
218.156250,0.703125
218.890625,0.734375
219.625000,0.734375
220.406250,0.781250
221.281250,0.875000
222.187500,0.906250
223.078125,0.890625
223.984375,0.906250
224.843750,0.859375
225.625000,0.781250
226.343750,0.718750
227.046875,0.703125
227.765625,0.718750
228.484375,0.718750
229.234375,0.750000
230.109375,0.875000
231.015625,0.906250
231.968750,0.953125
232.875000,0.906250
233.812500,0.937500
234.656250,0.843750
235.421875,0.765625
236.140625,0.718750
236.875000,0.734375
237.640625,0.765625
238.390625,0.750000
239.203125,0.812500
240.046875,0.843750
240.968750,0.921875
241.921875,0.953125
242.843750,0.921875
243.781250,0.937500
244.656250,0.875000
245.531250,0.875000
246.312500,0.781250
247.062500,0.750000
247.781250,0.718750
248.562500,0.781250
249.375000,0.812500
250.250000,0.875000
251.156250,0.906250
252.078125,0.921875
253.015625,0.937500
253.890625,0.875000
254.796875,0.906250
255.593750,0.796875
256.375000,0.781250
257.125000,0.750000
257.875000,0.750000
258.656250,0.781250
259.453125,0.796875
260.343750,0.890625
261.312500,0.968750
262.250000,0.937500
263.203125,0.953125
264.093750,0.890625
264.890625,0.796875
265.687500,0.796875
266.484375,0.796875
267.265625,0.781250
268.109375,0.843750
268.984375,0.875000
269.875000,0.890625
270.875000,1.000000
271.765625,0.890625
272.687500,0.921875
273.531250,0.843750
274.296875,0.765625
275.046875,0.750000
275.750000,0.703125
276.453125,0.703125
277.203125,0.750000
278.000000,0.796875
278.843750,0.843750
279.718750,0.875000
280.640625,0.921875
281.500000,0.859375
282.375000,0.875000
283.171875,0.796875
